"linkid","birth_date","sex"
105211,2009-07-29,"M"
105212,2010-01-25,"F"
105213,2013-04-18,"F"
105214,2011-11-26,"F"
105215,2011-06-29,"F"
105216,2011-06-05,"F"
105217,2011-10-08,"M"
105218,2014-04-03,"F"
105219,2009-08-05,"F"
105220,2014-05-13,"F"
105221,2013-11-08,"F"
105222,2014-08-12,"M"
105223,2012-11-16,"F"
105224,2014-11-16,"M"
105226,2012-08-04,"F"
105227,2011-10-23,"F"
105228,2010-07-19,"M"
105229,2012-08-19,"M"
105230,2009-06-19,"M"
105231,2010-04-13,"F"
105232,2009-09-30,"F"
105233,2011-04-08,"F"
105234,2012-03-31,"M"
105235,2014-07-04,"M"
105236,2013-11-11,"M"
105237,2010-04-22,"M"
105238,2014-03-06,"F"
105239,2010-11-11,"M"
105240,2012-05-19,"F"
105241,2011-06-28,"F"
105242,2011-11-18,"M"
105243,2010-06-09,"M"
105244,2011-06-02,"F"
105245,2013-02-08,"F"
105246,2010-04-17,"M"
105247,2010-09-02,"F"
105248,2010-08-21,"M"
105249,2009-08-15,"M"
105250,2010-01-03,"M"
105251,2011-01-28,"M"
105252,2011-11-09,"M"
105253,2009-07-09,"F"
105254,2010-06-10,"M"
105255,2011-04-17,"F"
105256,2012-08-05,"F"
105257,2013-12-12,"F"
105258,2010-08-11,"F"
105259,2009-12-30,"M"
105260,2010-12-02,"M"
105261,2009-03-31,"M"
105262,2010-11-08,"F"
105263,2014-07-23,"F"
105264,2012-08-04,"F"
105265,2010-01-04,"M"
105266,2012-07-09,"M"
105267,2009-02-03,"F"
105268,2013-01-29,"F"
105269,2011-03-02,"M"
105270,2010-10-14,"F"
105271,2010-10-20,"F"
105272,2012-11-22,"M"
105273,2014-05-26,"F"
105274,2009-10-04,"F"
105275,2010-05-30,"F"
105276,2011-09-20,"F"
105277,2012-11-11,"M"
105278,2014-01-18,"M"
105279,2013-07-04,"F"
105280,2010-11-23,"M"
105281,2012-01-26,"F"
105282,2013-11-01,"F"
105283,2014-12-25,"M"
105284,2014-01-10,"M"
105285,2013-05-03,"F"
105286,2012-12-22,"F"
105287,2014-10-14,"M"
105288,2012-01-25,"M"
105289,2013-01-17,"M"
105290,2010-06-25,"M"
105291,2010-02-22,"M"
105292,2011-11-21,"F"
105293,2013-11-10,"F"
105294,2013-03-27,"F"
105295,2009-01-28,"F"
105296,2010-07-14,"M"
105297,2010-02-24,"F"
105298,2011-08-13,"F"
105299,2010-02-26,"F"
105300,2014-12-24,"M"
105301,2010-05-18,"M"
105302,2013-02-24,"F"
105303,2014-05-22,"F"
105304,2010-02-06,"F"
105305,2014-05-11,"F"
105306,2012-10-07,"M"
105307,2009-07-11,"F"
105308,2013-03-07,"F"
105309,2009-10-14,"F"
105310,2011-01-11,"M"
105311,2012-11-08,"M"
105312,2009-04-11,"M"
105313,2014-01-31,"M"
105314,2010-03-31,"F"
105315,2011-03-16,"F"
105316,2012-01-01,"M"
105317,2011-09-14,"M"
105318,2009-07-14,"M"
105319,2014-07-13,"M"
105320,2012-09-06,"M"
105321,2009-02-06,"M"
105322,2014-08-03,"M"
105323,2014-10-14,"F"
105324,2013-02-16,"F"
105325,2011-08-28,"F"
105326,2014-12-23,"M"
105327,2009-09-11,"M"
105328,2009-05-14,"F"
105329,2010-09-05,"M"
105330,2011-04-26,"F"
105331,2013-05-21,"M"
105332,2013-07-29,"M"
105333,2013-04-22,"F"
105334,2013-07-08,"M"
105335,2012-07-24,"M"
105336,2009-05-10,"F"
105337,2012-09-04,"F"
105338,2013-07-24,"F"
105339,2014-05-20,"F"
105340,2014-07-30,"M"
105341,2013-06-11,"M"
105342,2014-05-17,"M"
105343,2009-06-10,"F"
105344,2010-03-31,"F"
105345,2012-09-19,"F"
105346,2013-09-15,"F"
105347,2011-11-12,"F"
105348,2013-11-12,"M"
105349,2010-12-14,"F"
105350,2011-06-27,"M"
105351,2013-04-06,"F"
105352,2009-11-15,"F"
105353,2012-05-13,"F"
105354,2013-05-03,"F"
105356,2009-01-13,"M"
105357,2012-08-26,"M"
105358,2010-07-14,"F"
105359,2012-10-26,"F"
105360,2014-07-11,"M"
105361,2010-04-22,"M"
105362,2012-12-05,"M"
105363,2010-09-30,"M"
105364,2011-08-17,"F"
105365,2013-06-27,"F"
105366,2012-11-06,"M"
105368,2009-02-08,"M"
105369,2010-06-06,"F"
105370,2011-05-05,"M"
105371,2009-10-21,"F"
105372,2011-11-16,"M"
105373,2009-08-03,"M"
105374,2010-05-04,"F"
105375,2012-11-30,"M"
105376,2012-09-15,"M"
105377,2011-09-14,"M"
105378,2014-09-02,"M"
105379,2013-12-03,"M"
105380,2012-04-11,"F"
105381,2014-03-10,"M"
105382,2011-09-28,"F"
105383,2014-03-12,"M"
105384,2010-01-30,"M"
105385,2009-10-16,"M"
105386,2010-03-26,"M"
105387,2009-08-30,"F"
105388,2012-11-14,"F"
105389,2009-12-26,"F"
105390,2010-07-06,"M"
105391,2011-05-21,"F"
105392,2014-07-08,"M"
105393,2014-04-07,"F"
105394,2009-02-05,"M"
105395,2009-07-10,"F"
105396,2012-11-10,"F"
105397,2013-09-29,"M"
105398,2010-02-28,"M"
105399,2014-04-05,"M"
105400,2014-09-23,"F"
105401,2009-06-26,"F"
105402,2012-07-16,"F"
105403,2013-11-26,"F"
105404,2012-06-29,"F"
105405,2011-02-04,"M"
105406,2012-09-13,"F"
105407,2009-01-07,"F"
105408,2011-01-14,"M"
105409,2011-12-05,"F"
105410,2011-01-03,"M"
105411,2012-05-06,"M"
105412,2013-08-09,"F"
105413,2014-07-19,"F"
105414,2010-09-17,"F"
105415,2010-12-13,"F"
105416,2010-11-25,"M"
105417,2014-09-21,"F"
105418,2014-09-08,"M"
105419,2009-11-11,"F"
105420,2012-11-11,"F"
105421,2010-05-12,"M"
105422,2009-12-28,"M"
105423,2011-08-10,"F"
105424,2010-03-04,"F"
105425,2011-02-05,"F"
105426,2010-02-07,"M"
105427,2014-11-30,"F"
105428,2013-12-17,"F"
105429,2013-05-01,"F"
105430,2010-12-19,"M"
105431,2009-07-26,"F"
105432,2010-07-06,"F"
105433,2013-09-11,"M"
105434,2013-12-12,"M"
105435,2010-05-12,"F"
105436,2014-03-18,"M"
105437,2013-09-17,"F"
105438,2011-08-19,"M"
105439,2012-06-16,"M"
105440,2009-10-04,"M"
105441,2014-10-16,"F"
105442,2013-09-24,"F"
105443,2009-05-11,"M"
105444,2012-11-11,"M"
105445,2011-04-17,"M"
105446,2009-08-20,"F"
105447,2014-11-08,"F"
105448,2011-06-02,"M"
105449,2014-11-19,"F"
105450,2009-11-11,"F"
105451,2014-10-06,"M"
105452,2009-06-27,"F"
105453,2009-02-28,"M"
105454,2010-04-14,"M"
105455,2013-06-08,"M"
105456,2009-06-02,"F"
105457,2010-11-16,"F"
105458,2011-02-07,"M"
105459,2009-08-08,"F"
105460,2014-11-15,"F"
105461,2006-01-07,"M"
105462,2009-12-23,"F"
105463,2004-06-21,"M"
105464,2010-09-11,"F"
105465,2007-03-01,"M"
105466,2014-03-30,"M"
105467,2010-06-16,"M"
105470,2013-11-30,"M"
105472,2010-03-20,"F"
105474,2002-12-11,"M"
105475,2012-10-31,"M"
105476,2009-06-28,"M"
105477,2010-12-19,"M"
